TaskId,TaskType,AlgorithmId,ScoringTime,NumberTemporalQueries,SearchedItemPosition,SearchedObjectPositionSum,TotalObjectResults,FirstOccurrence,TotalResults,SearchedItemScore,VBSScore,AvgScore,MedianScore,BestScore,WorstScore
3584f2e1-e562-4e4c-bf25-80151308d002,KIST,CLUSTER,33986535,3,7465,2146,2979,7465,10909,0.13333334,99.0,0.19294162,0.13333334,5.0666647,0.13333334
3584f2e1-e562-4e4c-bf25-80151308d002,KIST,LNA,55278519,3,6519,2146,2979,6519,16151,0.13333334,98.0,0.14114052,0.13333334,0.33767763,0.13333334
3584f2e1-e562-4e4c-bf25-80151338d002,KIST,STA,91167389,3,5283,2146,2979,5283,14276,0.13333334,98.0,0.14706267,0.20000002,0.33333334,0.13333334
3584f2e1-e562-4e4c-bf25-80151338d002,KIST,SQA,129841356,3,11700,2146,2979,11700,19457,0.13333334,98.0,0.19365439,0.13333334,0.4,0.13333334
3584f2e1-e562-4e4c-bf25-80151338d002,KIST,NA,133004027,3,7929,2146,2979,7929,17519,0.13333334,98.0,0.14609136,0.13333334,0.3328822,0.13333334
3584f2e1-e562-4e4c-bf25-80151338d002,KIST,IDA,120795960,3,9752,2146,2979,9752,18541,0.13333334,98.0,0.15301538,0.13333334,0.3325349,0.13333334
3584f2e1-e562-4e4c-bf25-80151338d002,KIST,VITRIVR,298751395,3,6799,2441,2979,6799,15617,0.13333334,90.0,0.16005209,0.13333334,0.4,0.13333334
3584f2e1-e562-4e4c-bf25-80151338d002,KIST,CLUSTER,57492014,3,7795,2146,2979,7795,11209,0.13333334,99.0,0.2018616,0.13333334,5.0666647,0.13333334
3584f2e1-e562-4e4c-bf25-80151338d002,KIST,LNA,186385677,3,6974,2146,2979,6974,16512,0.13333334,97.0,0.1393208,0.20000002,0.33764383,0.13333334
3584f2e1-e562-4e4c-bf25-80151318d002,KIST,STA,135693213,3,172,33,3621,172,24276,0.35555556,98.0,0.183099,0.20000002,0.5555555,0.11111111
3584f2e1-e562-4e4c-bf25-80151318d002,KIST,SQA,155159884,3,2594,59,3621,2594,29457,0.33333334,97.0,0.22562078,0.22222222,0.59999996,0.11111111
3584f2e1-e562-4e4c-bf25-80151318d002,KIST,NA,96721670,3,81,39,3621,81,27519,0.33333334,98.0,0.17435266,0.13335471,0.48508528,0.11111111
3584f2e1-e562-4e4c-bf25-80151318d002,KIST,IDA,110962383,3,79,41,3621,79,28541,0.34828544,98.0,0.17865361,0.14233989,0.4766562,0.11111111
3584f2e1-e562-4e4c-bf25-80151318d002,KIST,VITRIVR,862618190,3,190,39,3621,190,25568,0.33333334,79.0,0.18442759,0.3,0.4888889,0.11111111
3584f2e1-e562-4e4c-bf25-80151318d002,KIST,CLUSTER,62539307,3,55,31,3621,55,14780,3.3333333,99.0,0.29326868,0.20000002,12.22222,0.11111111
3584f2e1-e562-4e4c-bf25-80151318d002,KIST,LNA,144720269,3,30,34,3621,30,26512,0.33333334,97.0,0.17063574,0.20000002,0.41392207,0.11111111
3584f2e1-e562-4e4c-bf25-80151328d002,KIST,STA,189292704,3,181,33,3621,181,24276,0.35555556,97.0,0.18373886,0.20000002,0.5555555,0.11111111
3584f2e1-e562-4e4c-bf25-80151328d002,KIST,SQA,342674854,3,2594,59,3621,2594,29457,0.33333334,95.0,0.22562078,0.22222222,0.59999996,0.11111111
3584f2e1-e562-4e4c-bf25-80151328d002,KIST,NA,112253504,3,114,42,3621,114,27369,0.33333334,98.0,0.17705208,0.13333334,0.4880774,0.11111111
3584f2e1-e562-4e4c-bf25-80151328d002,KIST,IDA,126293602,3,43,42,3621,43,28540,0.35351658,98.0,0.17913207,0.2100277,0.47925654,0.11111111
3584f2e1-e562-4e4c-bf25-80151328d002,KIST,VITRIVR,814662393,3,172,37,3621,172,25323,0.33333334,80.0,0.18244986,0.13333334,0.4888889,0.11111111
3584f2e1-e562-4e4c-bf25-80151328d002,KIST,CLUSTER,95467183,3,55,32,3621,55,15080,3.3333333,98.0,0.29796052,0.20000002,12.22222,0.11111111
3584f2e1-e562-4e4c-bf25-80151328d002,KIST,LNA,145277407,3,33,34,3621,33,26151,0.33333334,97.0,0.17220065,0.13333334,0.4922087,0.11111111
3584f2e1-e562-4e4c-bf25-80151358d002,KIST,STA,211349199,3,203,33,3621,203,24276,0.35555556,97.0,0.18386519,0.20000002,0.5555555,0.11111111
3584f2e1-e562-4e4c-bf25-80151358d002,KIST,SQA,317750909,3,2594,59,3621,2594,29457,0.33333334,96.0,0.22562078,0.22222222,0.59999996,0.11111111
3584f2e1-e562-4e4c-bf25-80151358d002,KIST,NA,107932585,3,78,39,3621,78,27635,0.33333334,98.0,0.17310376,0.13333917,0.45505154,0.11111111
3584f2e1-e562-4e4c-bf25-80151358d002,KIST,IDA,126943135,3,45,40,3621,45,28541,0.35351658,98.0,0.17815799,0.1454909,0.4630692,0.11111111
3584f2e1-e562-4e4c-bf25-80151358d002,KIST,VITRIVR,1006941771,3,243,40,3621,243,25684,0.33333334,78.0,0.18625517,0.33333334,0.4888889,0.11111111
3584f2e1-e562-4e4c-bf25-80151358d002,KIST,CLUSTER,114537447,3,55,33,3621,55,15080,3.3333333,98.0,0.29825673,0.20000002,12.22222,0.11111111
3584f2e1-e562-4e4c-bf25-80151358d002,KIST,LNA,107467954,3,32,33,3621,32,26759,0.33333334,98.0,0.17000803,0.13333334,0.4033791,0.11111111
3584f2e1-e562-4e4c-bf25-80151368d002,KIST,STA,195846381,3,210,33,3621,210,24276,0.35555556,97.0,0.18435675,0.20000002,0.5555555,0.11111111
3584f2e1-e562-4e4c-bf25-80151368d002,KIST,SQA,208469440,3,2594,59,3621,2594,29457,0.33333334,97.0,0.22562078,0.22222222,0.59999996,0.11111111
3584f2e1-e562-4e4c-bf25-80151368d002,KIST,NA,84887152,3,64,37,3621,64,27635,0.3371615,98.0,0.1730132,0.13333917,0.46116552,0.11111111
3584f2e1-e562-4e4c-bf25-80151368d002,KIST,IDA,96725421,3,30,40,3621,30,28541,0.36057785,98.0,0.17815332,0.1455262,0.465902,0.11111111
3584f2e1-e562-4e4c-bf25-80151368d002,KIST,VITRIVR,720562059,3,257,40,3621,257,25671,0.33333334,81.0,0.18640922,0.22222222,0.4888889,0.11111111
3584f2e1-e562-4e4c-bf25-80151368d002,KIST,CLUSTER,57820507,3,55,35,3621,55,15276,3.3333333,99.0,0.30180532,0.20000002,12.22222,0.11111111
3584f2e1-e562-4e4c-bf25-80151368d002,KIST,LNA,92756882,3,23,33,3621,23,26759,0.33333334,98.0,0.1699586,0.13333334,0.36427298,0.11111111
3584f2e1-e562-4e4c-bf25-80151378d002,KIST,STA,133462612,3,213,33,3621,213,24276,0.35555556,98.0,0.18473847,0.20000002,0.5555555,0.11111111
3584f2e1-e562-4e4c-bf25-80151378d002,KIST,SQA,201833690,3,2594,59,3621,2594,29457,0.33333334,97.0,0.22562078,0.22222222,0.59999996,0.11111111
3584f2e1-e562-4e4c-bf25-80151378d002,KIST,NA,102436914,3,47,37,3621,47,27635,0.34497896,98.0,0.17300045,0.13333917,0.47472787,0.11111111
3584f2e1-e562-4e4c-bf25-80151378d002,KIST,IDA,162552982,3,27,40,3621,27,28541,0.37010956,97.0,0.17816283,0.1455262,0.4588875,0.11111111
3584f2e1-e562-4e4c-bf25-80151378d002,KIST,VITRIVR,875130794,3,281,40,3621,281,25661,0.33333334,79.0,0.18663515,0.22222222,0.62222224,0.11111111
3584f2e1-e562-4e4c-bf25-80151378d002,KIST,CLUSTER,203782935,3,55,36,3621,55,15421,3.3333333,97.0,0.30419415,0.13333334,12.22222,0.11111111
3584f2e1-e562-4e4c-bf25-80151378d002,KIST,LNA,129788263,3,31,33,3621,31,26759,0.33333334,98.0,0.16995408,0.13333334,0.35880676,0.11111111
3584f2e1-e562-4e4c-bf25-80151388d002,KIST,STA,104369097,3,212,33,3621,212,24276,0.35555556,98.0,0.18436775,0.20000002,0.5555555,0.11111111
3584f2e1-e562-4e4c-bf25-80151388d002,KIST,SQA,145238931,3,2594,59,3621,2594,29457,0.33333334,97.0,0.22562078,0.22222222,0.59999996,0.11111111
3584f2e1-e562-4e4c-bf25-80151388d002,KIST,NA,114866651,3,79,37,3621,79,27737,0.3371615,98.0,0.17246297,0.13333336,0.45758137,0.11111111
3584f2e1-e562-4e4c-bf25-80151388d002,KIST,IDA,316121043,3,31,40,3621,31,28541,0.36057785,96.0,0.17762585,0.14979197,0.46941683,0.11111111
3584f2e1-e562-4e4c-bf25-80151388d002,KIST,VITRIVR,981700103,3,306,41,3621,306,25759,0.33333334,78.0,0.18772641,0.22222222,0.4888889,0.11111111
3584f2e1-e562-4e4c-bf25-80151388d002,KIST,CLUSTER,175525405,3,55,35,3621,55,15276,3.3333333,98.0,0.3019886,0.20000002,12.22222,0.11111111
3584f2e1-e562-4e4c-bf25-80151388d002,KIST,LNA,132955343,3,28,33,3621,28,26945,0.33333334,98.0,0.16948761,0.13334736,0.37546,0.11111111
3584f2e1-e562-4e4c-bf25-80151398d002,KIST,STA,123150912,3,215,33,3621,215,24276,0.35555556,98.0,0.18474945,0.20000002,0.5555555,0.11111111
3584f2e1-e562-4e4c-bf25-80151398d002,KIST,SQA,180528967,3,2594,59,3621,2594,29457,0.33333334,97.0,0.22562078,0.22222222,0.59999996,0.11111111
3584f2e1-e562-4e4c-bf25-80151398d002,KIST,NA,93166464,3,46,37,3621,46,27737,0.34497896,98.0,0.17243858,0.13333336,0.453065,0.11111111
3584f2e1-e562-4e4c-bf25-80151398d002,KIST,IDA,96940891,3,28,40,3621,28,28541,0.37010956,98.0,0.17764117,0.14979197,0.4680394,0.11111111
3584f2e1-e562-4e4c-bf25-80151398d002,KIST,VITRIVR,707066958,3,314,41,3621,314,25752,0.33333334,81.0,0.18786028,0.33333334,0.62222224,0.11111111
3584f2e1-e562-4e4c-bf25-80151398d002,KIST,CLUSTER,58003535,3,55,36,3621,55,15421,3.3333333,99.0,0.3043325,0.13333334,12.22222,0.11111111
3584f2e1-e562-4e4c-bf25-80151398d002,KIST,LNA,137291808,3,27,33,3621,27,26945,0.33333334,98.0,0.16945517,0.13334736,0.38208082,0.11111111
3584f2e1-e562-4e4c-bf25-80151408d002,KIST,STA,133149538,3,7317,2614,3806,7317,23011,0.13333334,98.0,0.1314444,0.13333334,0.4,0.06666667
3584f2e1-e562-4e4c-bf25-80151408d002,KIST,SQA,407980184,3,15064,2614,3806,15064,28888,0.13333334,94.0,0.20062771,0.20000002,0.53333336,0.06666667
3584f2e1-e562-4e4c-bf25-80151408d002,KIST,NA,134561503,3,6904,2614,3806,6904,26529,0.13333334,98.0,0.12781115,0.13333334,0.39784637,0.06666667
3584f2e1-e562-4e4c-bf25-80151408d002,KIST,IDA,133498412,3,9684,2614,3806,9684,27875,0.13333334,96.0,0.1338925,0.13333334,0.39123026,0.06666667
3584f2e1-e562-4e4c-bf25-80151408d002,KIST,VITRIVR,528239933,3,6908,2834,3806,6908,24071,0.13333334,85.0,0.128902,0.13333334,0.6,0.06666667
3584f2e1-e562-4e4c-bf25-80151408d002,KIST,CLUSTER,65883330,3,6151,2614,3806,6151,16213,0.13333334,98.0,0.17194845,0.13333334,8.600009,0.06666667
3584f2e1-e562-4e4c-bf25-80151408d002,KIST,LNA,126862284,3,5003,2614,3806,5003,25173,0.13333334,98.0,0.11745851,0.13333334,0.371215,0.06666667
3584f2e1-e562-4e4c-bf25-80151418d002,KIST,STA,161743632,3,7317,2614,3806,7317,23011,0.13333334,97.0,0.13165878,0.13333334,0.4,0.06666667
3584f2e1-e562-4e4c-bf25-80151418d002,KIST,SQA,412451024,3,15064,2614,3806,15064,28888,0.13333334,94.0,0.20062771,0.20000002,0.53333336,0.06666667
3584f2e1-e562-4e4c-bf25-80151418d002,KIST,NA,250205195,3,6907,2614,3806,6907,26656,0.13333334,96.0,0.124375865,0.20000002,0.39762115,0.06666667
3584f2e1-e562-4e4c-bf25-80151418d002,KIST,IDA,139694607,3,9755,2614,3806,9755,27848,0.13333334,96.0,0.13346148,0.20000002,0.41443074,0.06666667
3584f2e1-e562-4e4c-bf25-80151418d002,KIST,VITRIVR,510865376,3,7431,2834,3806,7431,24261,0.13333334,85.0,0.13242379,0.13333334,0.6,0.06666667
3584f2e1-e562-4e4c-bf25-80151418d002,KIST,CLUSTER,50420786,3,6233,2614,3806,6233,16235,0.13333334,98.0,0.17321426,0.13333334,8.600009,0.06666667
3584f2e1-e562-4e4c-bf25-80151418d002,KIST,LNA,115427760,3,5423,2614,3806,5423,25525,0.13333334,98.0,0.11626938,0.13333334,0.35434857,0.06666667
3584f2e1-e562-4e4c-bf25-80151428d002,KIST,STA,116496870,3,7445,2614,3806,7445,23011,0.13333334,98.0,0.1326699,0.13333334,0.4,0.06666667
3584f2e1-e562-4e4c-bf25-80151428d002,KIST,SQA,446660168,3,15064,2614,3806,15064,28888,0.13333334,93.0,0.20062771,0.20000002,0.53333336,0.06666667
3584f2e1-e562-4e4c-bf25-80151428d002,KIST,NA,122033870,3,6862,2614,3806,6862,26551,0.13333334,98.0,0.12744074,0.13333334,0.40213037,0.06666667
3584f2e1-e562-4e4c-bf25-80151428d002,KIST,IDA,223324315,3,9763,2614,3806,9763,27884,0.13333334,95.0,0.1338265,0.20000002,0.43235287,0.06666667
3584f2e1-e562-4e4c-bf25-80151428d002,KIST,VITRIVR,1199435089,3,7102,2834,3806,7102,24093,0.13333334,78.0,0.1308845,0.13333334,0.6,0.06666667
3584f2e1-e562-4e4c-bf25-80151428d002,KIST,CLUSTER,94723367,3,6616,2614,3806,6616,16530,0.13333334,98.0,0.1801694,0.20000002,8.600009,0.06666667
3584f2e1-e562-4e4c-bf25-80151428d002,KIST,LNA,133992888,3,4987,2614,3806,4987,25232,0.13333334,98.0,0.11722152,0.20000002,0.397446,0.06666667
3584f2e1-e562-4e4c-bf25-80151438d002,KIST,STA,146363110,3,7445,2614,3806,7445,23011,0.13333334,97.0,0.13288428,0.13333334,0.4,0.06666667
3584f2e1-e562-4e4c-bf25-80151438d002,KIST,SQA,404961535,3,15064,2614,3806,15064,28888,0.13333334,94.0,0.20062771,0.20000002,0.53333336,0.06666667
3584f2e1-e562-4e4c-bf25-80151438d002,KIST,NA,153341585,3,6895,2614,3806,6895,26692,0.13333334,97.0,0.12417185,0.20000002,0.45859566,0.06666667
3584f2e1-e562-4e4c-bf25-80151438d002,KIST,IDA,115938610,3,9847,2614,3806,9847,27868,0.13333334,97.0,0.13351208,0.20000002,0.45301494,0.06666667
3584f2e1-e562-4e4c-bf25-80151438d002,KIST,VITRIVR,569302169,3,7515,2834,3806,7515,24280,0.13333334,84.0,0.13371225,0.20000002,0.6,0.06666667
3584f2e1-e562-4e4c-bf25-80151438d002,KIST,CLUSTER,63533669,3,6683,2614,3806,6683,16550,0.13333334,98.0,0.18122458,0.20000002,8.600009,0.06666667
3584f2e1-e562-4e4c-bf25-80151438d002,KIST,LNA,124068619,3,5464,2614,3806,5464,25585,0.13333334,98.0,0.11619072,0.13333334,0.37728968,0.06666667
3584f2e1-e562-4e4c-bf25-80151448d002,KIST,STA,144391994,3,7569,2614,3806,7569,23011,0.13333334,97.0,0.13394754,0.13333334,0.4,0.06666667
3584f2e1-e562-4e4c-bf25-80151448d002,KIST,SQA,579744763,3,15064,2614,3806,15064,28888,0.13333334,92.0,0.20062771,0.20000002,0.53333336,0.06666667
3584f2e1-e562-4e4c-bf25-80151448d002,KIST,NA,122210772,3,6880,2614,3806,6880,26714,0.13333334,98.0,0.12394521,0.20000002,0.45293415,0.06666667
3584f2e1-e562-4e4c-bf25-80151448d002,KIST,IDA,102522625,3,9748,2614,3806,9748,27877,0.13333334,97.0,0.13341148,0.13333334,0.4492912,0.06666667
3584f2e1-e562-4e4c-bf25-80151448d002,KIST,VITRIVR,635972003,3,7673,2834,3806,7673,24270,0.13333334,84.0,0.13536878,0.20000002,0.6,0.06666667
3584f2e1-e562-4e4c-bf25-80151448d002,KIST,CLUSTER,54188331,3,7001,2614,3806,7001,16751,0.13333334,98.0,0.18675503,0.13333334,8.600009,0.06666667
3584f2e1-e562-4e4c-bf25-80151448d002,KIST,LNA,198242299,3,5455,2614,3806,5455,25620,0.13333334,97.0,0.115994126,0.20000002,0.3394688,0.06666667
3584f2e1-e562-4e4c-bf25-80151458d002,KIST,STA,107387136,3,7445,2614,3806,7445,23011,0.13333334,98.0,0.1334811,0.13333334,0.46666667,0.06666667
3584f2e1-e562-4e4c-bf25-80151458d002,KIST,SQA,395761041,3,15064,2614,3806,15064,28888,0.13333334,94.0,0.20062771,0.20000002,0.53333336,0.06666667
3584f2e1-e562-4e4c-bf25-80151458d002,KIST,NA,137265333,3,7083,2614,3806,7083,26798,0.13333334,98.0,0.12287116,0.20000002,0.39673805,0.06666667
3584f2e1-e562-4e4c-bf25-80151458d002,KIST,IDA,105725100,3,9790,2614,3806,9790,27847,0.13333334,97.0,0.13292359,0.13333334,0.4270135,0.06666667
3584f2e1-e562-4e4c-bf25-80151458d002,KIST,VITRIVR,484046053,3,7879,2834,3806,7879,24387,0.13333334,85.0,0.13625292,0.13333334,0.6,0.06666667
3584f2e1-e562-4e4c-bf25-80151458d002,KIST,CLUSTER,54226026,3,6738,2614,3806,6738,16564,0.13333334,98.0,0.18224666,0.20000002,8.600009,0.06666667
3584f2e1-e562-4e4c-bf25-80151458d002,KIST,LNA,102415988,3,5783,2614,3806,5783,25825,0.13333334,98.0,0.11583455,0.13333334,0.37948725,0.06666667
3584f2e1-e562-4e4c-bf25-80151468d002,KIST,STA,111428304,3,7569,2614,3806,7569,23011,0.13333334,98.0,0.13455015,0.13333334,0.46666667,0.06666667
3584f2e1-e562-4e4c-bf25-80151468d002,KIST,SQA,790427397,3,15064,2614,3806,15064,28888,0.13333334,90.0,0.20062771,0.20000002,0.53333336,0.06666667
3584f2e1-e562-4e4c-bf25-80151468d002,KIST,NA,239089834,3,7105,2614,3806,7105,26838,0.13333334,97.0,0.12278134,0.20000002,0.44948697,0.06666667
3584f2e1-e562-4e4c-bf25-80151468d002,KIST,IDA,349816177,3,9712,2614,3806,9712,27871,0.13333334,94.0,0.13290228,0.13333334,0.45027006,0.06666667
3584f2e1-e562-4e4c-bf25-80151468d002,KIST,VITRIVR,804613134,3,7948,2834,3806,7948,24379,0.13333334,82.0,0.13732858,0.13333334,0.6,0.06666667
3584f2e1-e562-4e4c-bf25-80151468d002,KIST,CLUSTER,86690207,3,7052,2614,3806,7052,16767,0.13333334,98.0,0.18792072,0.13333334,8.600009,0.06666667
3584f2e1-e562-4e4c-bf25-80151468d002,KIST,LNA,372129428,3,5842,2614,3806,5842,25869,0.13333334,95.0,0.11587472,0.13333334,0.339527,0.06666667
3584f2e1-e562-4e4c-bf25-80151478d002,KIST,STA,117985634,3,7671,2614,3806,7671,23011,0.13333334,98.0,0.13538744,0.13333334,0.46666667,0.06666667
3584f2e1-e562-4e4c-bf25-80151478d002,KIST,SQA,392917558,3,15064,2614,3806,15064,28888,0.13333334,94.0,0.20062771,0.20000002,0.53333336,0.06666667
3584f2e1-e562-4e4c-bf25-80151478d002,KIST,NA,259861971,3,7085,2614,3806,7085,26853,0.13333334,96.0,0.122561015,0.13333334,0.4350702,0.06666667
3584f2e1-e562-4e4c-bf25-80151478d002,KIST,IDA,142783168,3,9653,2614,3806,9653,27886,0.13333334,96.0,0.1327514,0.20000002,0.41152015,0.06666667
3584f2e1-e562-4e4c-bf25-80151478d002,KIST,VITRIVR,506061307,3,8069,2834,3806,8069,24371,0.13333334,85.0,0.1386867,0.13333334,0.6,0.06666667
3584f2e1-e562-4e4c-bf25-80151478d002,KIST,CLUSTER,58052707,3,7293,2614,3806,7293,16915,0.13333334,98.0,0.1921214,0.13333334,8.600009,0.06666667
3584f2e1-e562-4e4c-bf25-80151478d002,KIST,LNA,240033790,3,5788,2614,3806,5788,25899,0.13333334,96.0,0.11559129,0.13333334,0.33948758,0.06666667
3584f2e1-e562-4e4c-bf25-80151488d002,KIST,STA,130247523,3,7569,2614,3806,7569,23011,0.13333334,98.0,0.13492098,0.13333334,0.46666667,0.06666667
3584f2e1-e562-4e4c-bf25-80151488d002,KIST,SQA,458239740,3,15064,2614,3806,15064,28888,0.13333334,93.0,0.20062771,0.20000002,0.53333336,0.06666667
3584f2e1-e562-4e4c-bf25-80151488d002,KIST,NA,112613270,3,6917,2614,3806,6917,26936,0.13333334,98.0,0.122458726,0.20000002,0.45079458,0.06666667
3584f2e1-e562-4e4c-bf25-80151488d002,KIST,IDA,316147669,3,9694,2614,3806,9694,27863,0.13333334,95.0,0.13236494,0.13333334,0.4472305,0.06666667
3584f2e1-e562-4e4c-bf25-80151488d002,KIST,VITRIVR,612182346,3,8210,2834,3806,8210,24439,0.13333334,84.0,0.13932922,0.13333334,0.6,0.06666667
3584f2e1-e562-4e4c-bf25-80151488d002,KIST,CLUSTER,58515290,3,7088,2614,3806,7088,16775,0.13333334,98.0,0.1890313,0.13333334,8.600009,0.06666667
3584f2e1-e562-4e4c-bf25-80151488d002,KIST,LNA,151118725,3,6055,2614,3806,6055,26045,0.13333334,97.0,0.11549246,0.13333334,0.33803713,0.06666667
3584f2e1-e562-4e4c-bf25-80151498d002,KIST,STA,158093531,3,7671,2614,3806,7671,23011,0.13333334,97.0,0.1357293,0.13333334,0.46666667,0.06666667
3584f2e1-e562-4e4c-bf25-80151498d002,KIST,SQA,495027356,3,15064,2614,3806,15064,28888,0.13333334,93.0,0.20062771,0.20000002,0.53333336,0.06666667
3584f2e1-e562-4e4c-bf25-80151498d002,KIST,NA,199982100,3,6916,2614,3806,6916,26952,0.13333334,97.0,0.12234249,0.20000002,0.42196432,0.06666667
3584f2e1-e562-4e4c-bf25-80151498d002,KIST,IDA,197389475,3,9652,2614,3806,9652,27880,0.13333334,96.0,0.13222416,0.20000002,0.43554887,0.06666667
3584f2e1-e562-4e4c-bf25-80151498d002,KIST,VITRIVR,1133566048,3,8250,2834,3806,8250,24439,0.13333334,79.0,0.1401776,0.13333334,0.6,0.06666667
3584f2e1-e562-4e4c-bf25-80151498d002,KIST,CLUSTER,249546463,3,7330,2614,3806,7330,16926,0.13333334,96.0,0.19293001,0.20000002,8.600009,0.06666667
3584f2e1-e562-4e4c-bf25-80151498d002,KIST,LNA,217745547,3,6089,2614,3806,6089,26076,0.13333334,97.0,0.11559653,0.20000002,0.3943695,0.06666667
3584f2e1-e562-4e4c-bf25-80151198d002,KIST,STA,98246017,3,5250,2200,3474,5250,18872,0.13333334,98.0,0.11935849,0.20000002,0.33333334,0.06666667
3584f2e1-e562-4e4c-bf25-80151198d002,KIST,SQA,76017112,3,9086,2200,3474,9086,19857,0.13333334,99.0,0.14523174,0.13333334,0.33333334,0.06666667
3584f2e1-e562-4e4c-bf25-80151198d002,KIST,NA,66635890,3,3739,2200,3474,3739,19494,0.13333334,99.0,0.1063813,0.20000002,0.33168694,0.06666667
3584f2e1-e562-4e4c-bf25-80151198d002,KIST,IDA,68332690,3,4281,2200,3474,4281,19691,0.13333334,97.0,0.11005359,0.13333334,0.32913783,0.06666667
3584f2e1-e562-4e4c-bf25-80151198d002,KIST,VITRIVR,328721637,3,4203,2236,3474,4203,18874,0.13333334,91.0,0.11248632,0.20000002,0.4,0.06666667
3584f2e1-e562-4e4c-bf25-80151198d002,KIST,CLUSTER,36415065,3,4503,2200,3474,4503,12717,0.13333334,99.0,0.16456713,0.13333334,8.600009,0.06666667
3584f2e1-e562-4e4c-bf25-80151198d002,KIST,LNA,77307578,3,3409,2200,3474,3409,19348,0.13333334,99.0,0.104199,0.20000002,0.30115947,0.06666667
3584f2e1-e562-4e4c-bf25-80151348d002,KIST,STA,126621949,3,5332,2146,2979,5332,14276,0.13333334,98.0,0.14761372,0.20000002,0.33333334,0.13333334
3584f2e1-e562-4e4c-bf25-80151348d002,KIST,SQA,175401660,3,11700,2146,2979,11700,19457,0.13333334,97.0,0.19365439,0.13333334,0.4,0.13333334
3584f2e1-e562-4e4c-bf25-80151348d002,KIST,NA,131154318,3,7929,2146,2979,7929,17519,0.13333334,98.0,0.14609136,0.13333334,0.3328822,0.13333334
3584f2e1-e562-4e4c-bf25-80151348d002,KIST,IDA,219219678,3,9752,2146,2979,9752,18541,0.13333334,97.0,0.15301538,0.13333334,0.3325349,0.13333334
3584f2e1-e562-4e4c-bf25-80151348d002,KIST,VITRIVR,553877184,3,6799,2441,2979,6799,15617,0.13333334,87.0,0.16005209,0.13333334,0.4,0.13333334
3584f2e1-e562-4e4c-bf25-80151348d002,KIST,CLUSTER,87778088,3,8022,2146,2979,8022,11405,0.13333334,98.0,0.20789129,0.13333334,5.0666647,0.13333334
3584f2e1-e562-4e4c-bf25-80151348d002,KIST,LNA,214212685,3,6974,2146,2979,6974,16512,0.13333334,97.0,0.1393208,0.20000002,0.33764383,0.13333334
3584f2e1-e562-4e4c-bf25-80151500d003,KIST,STA,160991862,4,197,41,4343,197,33009,0.26666668,97.0,0.12195311,0.1,0.41666666,0.05
3584f2e1-e562-4e4c-bf25-80151500d003,KIST,SQA,688819888,4,3390,93,4343,3390,38886,0.25,91.0,0.16306126,0.25,0.5166667,0.05
3584f2e1-e562-4e4c-bf25-80151500d003,KIST,NA,282849306,4,142,46,4343,142,36528,0.25,96.0,0.115939856,0.15,0.35898834,0.05
3584f2e1-e562-4e4c-bf25-80151500d003,KIST,IDA,168712730,4,153,50,4343,153,37873,0.26121408,96.0,0.1189802,0.1,0.35734206,0.05
3584f2e1-e562-4e4c-bf25-80151500d003,KIST,VITRIVR,676483001,4,352,41,4343,352,34001,0.25,90.0,0.11732008,0.1,0.45000002,0.05
3584f2e1-e562-4e4c-bf25-80151500d003,KIST,CLUSTER,151001380,4,61,36,4343,61,20084,2.5,97.0,0.18742946,0.15,9.166665,0.05
3584f2e1-e562-4e4c-bf25-80151500d003,KIST,LNA,177239249,4,51,39,4343,51,35171,0.25,97.0,0.11050936,0.1,0.3182591,0.05
3584f2e1-e562-4e4c-bf25-80151501d003,KIST,STA,248015983,4,212,42,4343,212,33009,0.26666668,96.0,0.122701384,0.1,0.41666666,0.05
3584f2e1-e562-4e4c-bf25-80151501d003,KIST,SQA,649160518,4,3390,93,4343,3390,38886,0.25,91.0,0.16306126,0.25,0.5166667,0.05
3584f2e1-e562-4e4c-bf25-80151501d003,KIST,NA,184357443,4,153,46,4343,153,36529,0.25,97.0,0.115989946,0.1,0.3576432,0.05
3584f2e1-e562-4e4c-bf25-80151501d003,KIST,IDA,154189061,4,151,49,4343,151,37873,0.26121408,96.0,0.11899908,0.1,0.36147922,0.05
3584f2e1-e562-4e4c-bf25-80151501d003,KIST,VITRIVR,9509174873,4,355,41,4343,355,33986,0.25,2.0,0.11740423,0.15,0.46666667,0.05
3584f2e1-e562-4e4c-bf25-80151501d003,KIST,CLUSTER,79351235,4,62,39,4343,62,20401,2.5,98.0,0.19169568,0.1,9.166665,0.05
3584f2e1-e562-4e4c-bf25-80151501d003,KIST,LNA,171706839,4,52,38,4343,52,35171,0.25,97.0,0.110523954,0.1,0.31588873,0.05
3584f2e1-e562-4e4c-bf25-80151502d003,KIST,STA,487848909,4,212,41,4343,212,33009,0.26666668,94.0,0.122084886,0.1,0.41666666,0.05
3584f2e1-e562-4e4c-bf25-80151502d003,KIST,SQA,1245413419,4,3390,93,4343,3390,38886,0.25,85.0,0.16306126,0.25,0.5166667,0.05
3584f2e1-e562-4e4c-bf25-80151502d003,KIST,NA,193201199,4,159,46,4343,159,36550,0.25,97.0,0.11578571,0.15,0.36605805,0.05
3584f2e1-e562-4e4c-bf25-80151502d003,KIST,IDA,439141772,4,95,50,4343,95,37882,0.26513743,93.0,0.11898244,0.15,0.3594424,0.05
